id,uuid,DCP_date_current_period,OPCP_open_price_current_period,HPCP_high_price_current_period,LPCP_low_price_current_period,CPCP_close_price_current_period,ACPCP_adjusted_close_price_current_period,VTCP_volume_of_transactions_current_period,MPN10P_median_price_next_10_periods,HPN10P_highest_price_next_10_periods,LPN10P_lowest_price_next_10_periods,HPN1P_high_price_next_1_period,LPN1P_low_price_next_1_period
420,,30-08-2001,"1,148.60","1,151.75","1,124.87","1,129.03","1,129","1,15,70,00,000","1,092.54","1,155.40",984.49,"1,141.83","1,126.38"
421,,31-08-2001,"1,129.03","1,141.83","1,126.38","1,133.58","1,134","92,01,00,000","1,083.95","1,155.40",944.75,"1,155.40","1,129.06"
422,,04-09-2001,"1,133.58","1,155.40","1,129.06","1,132.94","1,133","1,17,83,00,000","1,038.84","1,135.52",944.75,"1,135.52","1,114.86"
423,,05-09-2001,"1,132.94","1,135.52","1,114.86","1,131.74","1,132","1,38,45,00,000","1,032.74","1,131.74",944.75,"1,131.74","1,105.83"
424,,06-09-2001,"1,131.74","1,131.74","1,105.83","1,106.40","1,106","1,35,97,00,000","1,016.62","1,106.40",944.75,"1,106.40","1,082.12"
425,,07-09-2001,"1,106.40","1,106.40","1,082.12","1,085.78","1,086","1,42,43,00,000","1,014.18","1,096.94",944.75,"1,096.94","1,073.15"
426,,10-09-2001,"1,085.78","1,096.94","1,073.15","1,092.54","1,093","1,27,66,00,000","1,014.18","1,092.54",944.75,"1,092.54","1,037.46"
427,,17-09-2001,"1,092.54","1,092.54","1,037.46","1,038.77","1,039","2,33,08,30,000","1,014.18","1,046.42",944.75,"1,046.42","1,029.25"
428,,18-09-2001,"1,038.77","1,046.42","1,029.25","1,032.74","1,033","1,65,04,10,000","1,014.18","1,051.33",944.75,"1,038.91",984.62
429,,19-09-2001,"1,032.74","1,038.91",984.62,"1,016.10","1,016","2,12,05,50,000","1,016.10","1,075.38",944.75,"1,016.10",984.49
430,,20-09-2001,"1,016.10","1,016.10",984.49,984.54,985,"2,00,48,00,000","1,018.76","1,084.12",944.75,984.54,944.75
431,,21-09-2001,984.54,984.54,944.75,965.8,966,"2,31,73,00,000","1,035.63","1,084.12",965.8,"1,008.44",965.8
432,,24-09-2001,965.8,"1,008.44",965.8,"1,003.45","1,003","1,74,66,00,000","1,040.94","1,084.12",998.24,"1,017.14",998.33
433,,25-09-2001,"1,003.45","1,017.14",998.33,"1,012.27","1,012","1,61,38,00,000","1,051.33","1,084.12",998.24,"1,020.29","1,002.62"
434,,26-09-2001,"1,012.27","1,020.29","1,002.62","1,007.04","1,007","1,51,91,00,000","1,055.29","1,084.12",998.24,"1,018.92",998.24
435,,27-09-2001,"1,007.04","1,018.92",998.24,"1,018.61","1,019","1,46,70,00,000","1,061.28","1,099.16","1,018.61","1,040.94","1,018.61"
436,,28-09-2001,"1,018.61","1,040.94","1,018.61","1,040.94","1,041","1,63,15,00,000","1,067.27","1,099.16","1,026.76","1,040.94","1,026.76"
437,,01-10-2001,"1,040.94","1,040.94","1,026.76","1,038.55","1,039","1,17,56,00,000","1,071.37","1,099.16","1,034.47","1,051.33","1,034.47"
438,,02-10-2001,"1,038.55","1,051.33","1,034.47","1,051.33","1,051","1,28,98,00,000","1,072.32","1,101.66","1,041.48","1,075.38","1,041.48"
439,,03-10-2001,"1,051.33","1,075.38","1,041.48","1,072.28","1,072","1,65,06,00,000","1,077.64","1,107.12","1,052.76","1,084.12","1,067.82"
440,,04-10-2001,"1,072.28","1,084.12","1,067.82","1,069.63","1,070","1,60,91,00,000","1,077.51","1,107.12","1,052.76","1,072.35","1,053.50"
441,,05-10-2001,"1,069.62","1,072.35","1,053.50","1,071.38","1,071","1,30,17,00,000","1,077.51","1,107.12","1,052.76","1,071.37","1,056.88"
442,,08-10-2001,"1,071.37","1,071.37","1,056.88","1,062.44","1,062","97,90,00,000","1,080.99","1,107.12","1,052.76","1,063.37","1,053.83"
443,,09-10-2001,"1,062.44","1,063.37","1,053.83","1,056.75","1,057","1,22,78,00,000","1,083.20","1,107.12","1,052.76","1,081.62","1,052.76"
444,,10-10-2001,"1,056.75","1,081.62","1,052.76","1,080.99","1,081","1,31,24,00,000","1,086.16","1,107.12","1,057.24","1,099.16","1,080.99"
445,,11-10-2001,"1,080.99","1,099.16","1,080.99","1,097.43","1,097","1,70,45,80,000","1,086.16","1,107.12","1,057.24","1,097.43","1,072.15"
446,,12-10-2001,"1,097.43","1,097.43","1,072.15","1,091.65","1,092","1,33,14,00,000","1,087.44","1,110.61","1,057.24","1,091.65","1,078.19"
447,,15-10-2001,"1,091.65","1,091.65","1,078.19","1,089.98","1,090","1,02,47,00,000","1,086.16","1,110.61","1,057.24","1,101.66","1,087.13"
448,,16-10-2001,"1,089.98","1,101.66","1,087.13","1,097.54","1,098","1,21,05,00,000","1,083.16","1,110.61","1,053.61","1,107.12","1,076.57"
449,,17-10-2001,"1,097.54","1,107.12","1,076.57","1,077.09","1,077","1,45,22,00,000","1,079.14","1,110.61","1,053.61","1,077.94","1,064.54"
450,,18-10-2001,"1,077.09","1,077.94","1,064.54","1,068.61","1,069","1,26,29,00,000","1,081.36","1,110.61","1,053.61","1,075.52","1,057.24"
451,,19-10-2001,"1,068.61","1,075.52","1,057.24","1,073.48","1,073","1,29,49,00,000","1,084.45","1,110.61","1,053.61","1,090.57","1,070.79"
452,,22-10-2001,"1,073.48","1,090.57","1,070.79","1,089.90","1,090","1,10,57,00,000","1,085.13","1,110.61","1,053.61","1,098.99","1,081.53"
453,,23-10-2001,"1,089.90","1,098.99","1,081.53","1,084.78","1,085","1,31,73,00,000","1,085.40","1,119.73","1,053.61","1,090.26","1,079.98"
454,,24-10-2001,"1,084.78","1,090.26","1,079.98","1,085.20","1,085","1,33,62,00,000","1,087.48","1,126.62","1,053.61","1,100.09","1,065.64"
455,,25-10-2001,"1,085.20","1,100.09","1,065.64","1,100.09","1,100","1,36,44,00,000","1,092.85","1,135.75","1,053.61","1,110.61","1,094.24"
456,,26-10-2001,"1,100.09","1,110.61","1,094.24","1,104.61","1,105","1,24,45,00,000","1,093.41","1,135.75","1,053.61","1,104.61","1,078.30"
457,,29-10-2001,"1,104.61","1,104.61","1,078.30","1,078.30","1,078","1,10,61,00,000","1,100.58","1,135.75","1,053.61","1,078.30","1,053.61"
458,,30-10-2001,"1,078.30","1,078.30","1,053.61","1,059.79","1,060","1,29,74,00,000","1,112.05","1,139.14","1,054.31","1,074.79","1,057.55"
459,,31-10-2001,"1,059.79","1,074.79","1,057.55","1,059.78","1,060","1,35,25,00,000","1,117.03","1,148.28","1,054.31","1,085.61","1,054.31"
460,,01-11-2001,"1,059.78","1,085.61","1,054.31","1,084.10","1,084","1,31,74,00,000","1,118.54","1,148.28","1,075.58","1,089.63","1,075.58"
461,,02-11-2001,"1,084.10","1,089.63","1,075.58","1,087.20","1,087","1,12,19,00,000","1,120.02","1,148.28","1,087.20","1,106.72","1,087.20"
462,,05-11-2001,"1,087.20","1,106.72","1,087.20","1,102.84","1,103","1,26,77,00,000","1,124.82","1,151.06","1,095.36","1,119.73","1,095.36"
463,,06-11-2001,"1,102.84","1,119.73","1,095.36","1,118.86","1,119","1,35,60,00,000","1,135.41","1,152.45","1,098.32","1,126.62","1,112.98"
464,,07-11-2001,"1,118.86","1,126.62","1,112.98","1,115.80","1,116","1,41,13,00,000","1,138.62","1,152.45","1,098.32","1,135.75","1,115.42"
465,,08-11-2001,"1,115.80","1,135.75","1,115.42","1,118.54","1,119","1,51,75,00,000","1,138.87","1,152.45","1,098.32","1,123.02","1,111.13"
466,,09-11-2001,"1,118.54","1,123.02","1,111.13","1,120.31","1,120","1,09,38,00,000","1,141.21","1,157.88","1,098.32","1,121.71","1,098.32"
467,,12-11-2001,"1,120.31","1,121.71","1,098.32","1,118.33","1,118","99,16,00,000","1,142.24","1,163.38","1,118.33","1,139.14","1,118.33"
468,,13-11-2001,"1,118.33","1,139.14","1,118.33","1,139.09","1,139","1,37,01,00,000","1,142.66","1,163.38","1,128.29","1,148.28","1,132.87"
469,,14-11-2001,"1,139.09","1,148.28","1,132.87","1,141.21","1,141","1,44,34,00,000","1,142.45","1,163.38","1,125.51","1,146.46","1,135.06"
470,,15-11-2001,"1,141.21","1,146.46","1,135.06","1,142.24","1,142","1,45,45,00,000","1,142.45","1,163.38","1,125.51","1,143.52","1,129.92"
471,,16-11-2001,"1,142.24","1,143.52","1,129.92","1,138.65","1,139","1,33,74,00,000","1,141.49","1,163.38","1,125.51","1,151.06","1,138.65"
472,,19-11-2001,"1,138.65","1,151.06","1,138.65","1,151.06","1,151","1,31,68,00,000","1,140.61","1,163.38","1,125.51","1,152.45","1,142.17"
473,,20-11-2001,"1,151.06","1,152.45","1,142.17","1,142.66","1,143","1,33,02,00,000","1,140.61","1,173.62","1,125.51","1,142.66","1,129.78"
474,,21-11-2001,"1,142.66","1,142.66","1,129.78","1,137.03","1,137","1,02,93,00,000","1,143.68","1,173.62","1,125.51","1,151.05","1,135.90"
475,,23-11-2001,"1,137.03","1,151.05","1,135.90","1,150.34","1,150","41,03,00,000","1,144.80","1,173.62","1,125.51","1,157.88","1,146.17"
476,,26-11-2001,"1,150.34","1,157.88","1,146.17","1,157.42","1,157","1,12,98,00,000","1,143.77","1,173.62","1,125.51","1,163.38","1,140.81"
477,,27-11-2001,"1,157.42","1,163.38","1,140.81","1,149.50","1,150","1,28,80,00,000","1,140.44","1,173.62","1,125.51","1,149.50","1,128.29"
478,,28-11-2001,"1,149.50","1,149.50","1,128.29","1,128.52","1,129","1,42,37,00,000","1,140.30","1,173.62","1,125.51","1,140.40","1,125.51"
479,,29-11-2001,"1,128.52","1,140.40","1,125.51","1,140.20","1,140","1,37,57,00,000","1,140.07","1,173.62","1,117.85","1,143.57","1,135.89"
480,,30-11-2001,"1,140.20","1,143.57","1,135.89","1,139.45","1,139","1,34,36,00,000","1,139.80","1,173.62","1,114.53","1,139.45","1,125.78"
481,,03-12-2001,"1,139.45","1,139.45","1,125.78","1,129.90","1,130","1,20,29,00,000","1,139.80","1,173.62","1,114.53","1,144.80","1,128.86"
482,,04-12-2001,"1,129.90","1,144.80","1,128.86","1,144.80","1,145","1,31,85,00,000","1,139.80","1,173.62","1,114.53","1,173.62","1,143.77"
483,,05-12-2001,"1,143.77","1,173.62","1,143.77","1,170.35","1,170","1,76,53,00,000","1,139.42","1,173.35","1,114.53","1,173.35","1,164.43"
484,,06-12-2001,"1,170.35","1,173.35","1,164.43","1,167.10","1,167","1,48,79,00,000","1,139.42","1,167.10","1,114.53","1,167.10","1,152.66"
485,,07-12-2001,"1,167.10","1,167.10","1,152.66","1,158.31","1,158","1,24,82,00,000","1,139.42","1,158.31","1,114.53","1,158.31","1,139.66"
486,,10-12-2001,"1,158.31","1,158.31","1,139.66","1,139.93","1,140","1,21,87,00,000","1,139.56","1,152.44","1,114.53","1,150.89","1,134.32"
487,,11-12-2001,"1,139.93","1,150.89","1,134.32","1,136.76","1,137","1,36,72,00,000","1,139.93","1,159.18","1,114.53","1,141.58","1,126.01"
488,,12-12-2001,"1,136.76","1,141.58","1,126.01","1,137.07","1,137","1,44,97,00,000","1,142.99","1,159.18","1,114.53","1,137.07","1,117.85"
489,,13-12-2001,"1,137.07","1,137.07","1,117.85","1,119.38","1,119","1,51,15,00,000","1,144.77","1,164.64","1,114.53","1,128.28","1,114.53"
490,,14-12-2001,"1,119.38","1,128.28","1,114.53","1,123.09","1,123","1,30,68,00,000","1,145.35","1,164.64","1,122.66","1,137.30","1,122.66"
491,,17-12-2001,"1,123.09","1,137.30","1,122.66","1,134.36","1,134","1,26,04,00,000","1,148.06","1,164.64","1,134.36","1,145.10","1,134.36"
492,,18-12-2001,"1,134.36","1,145.10","1,134.36","1,142.92","1,143","1,35,40,00,000","1,149.37","1,165.27","1,134.75","1,152.44","1,134.75"
493,,19-12-2001,"1,142.92","1,152.44","1,134.75","1,149.56","1,150","1,48,49,00,000","1,150.49","1,176.55","1,136.23","1,151.42","1,139.93"
494,,20-12-2001,"1,149.56","1,151.42","1,139.93","1,139.93","1,140","1,49,05,00,000","1,154.67","1,176.97","1,136.23","1,147.46","1,139.93"
495,,21-12-2001,"1,139.93","1,147.46","1,139.93","1,144.89","1,145","1,69,40,00,000","1,157.13","1,176.97","1,136.23","1,147.83","1,144.62"
496,,24-12-2001,"1,144.89","1,147.83","1,144.62","1,144.65","1,145","43,96,70,000","1,159.49","1,176.97","1,136.23","1,159.18","1,144.65"
497,,26-12-2001,"1,144.65","1,159.18","1,144.65","1,149.37","1,149","79,11,00,000","1,159.87","1,176.97","1,136.23","1,157.13","1,149.37"
498,,27-12-2001,"1,149.37","1,157.13","1,149.37","1,157.13","1,157","87,63,00,000","1,159.87","1,176.97","1,136.23","1,164.64","1,157.13"
499,,28-12-2001,"1,157.13","1,164.64","1,157.13","1,161.02","1,161","91,74,00,000","1,157.01","1,176.97","1,136.23","1,161.16","1,148.04"
500,,31-12-2001,"1,161.02","1,161.16","1,148.04","1,148.08","1,148","94,36,00,000","1,156.08","1,176.97","1,136.23","1,154.67","1,136.23"
501,,02-01-2002,"1,148.08","1,154.67","1,136.23","1,154.67","1,155","1,17,10,00,000","1,156.08","1,176.97","1,127.49","1,165.27","1,154.01"
502,,03-01-2002,"1,154.67","1,165.27","1,154.01","1,165.27","1,165","1,39,89,00,000","1,153.52","1,176.97","1,127.49","1,176.55","1,163.42"
503,,04-01-2002,"1,165.27","1,176.55","1,163.42","1,172.51","1,173","1,51,30,00,000","1,146.19","1,176.97","1,124.45","1,176.97","1,163.55"
504,,07-01-2002,"1,172.51","1,176.97","1,163.55","1,164.89","1,165","1,30,83,00,000","1,145.52","1,174.26","1,117.91","1,167.60","1,157.46"
505,,08-01-2002,"1,164.89","1,167.60","1,157.46","1,160.71","1,161","1,25,88,00,000","1,138.88","1,174.26","1,117.43","1,174.26","1,151.89"
506,,09-01-2002,"1,160.71","1,174.26","1,151.89","1,155.14","1,155","1,45,20,00,000","1,138.28","1,159.93","1,117.43","1,159.93","1,150.85"
507,,10-01-2002,"1,155.14","1,159.93","1,150.85","1,156.55","1,157","1,29,90,00,000","1,134.29","1,159.41","1,117.43","1,159.41","1,145.45"
508,,11-01-2002,"1,156.55","1,159.41","1,145.45","1,145.60","1,146","1,21,19,00,000","1,132.98","1,148.81","1,117.43","1,145.60","1,138.15"
509,,14-01-2002,"1,145.60","1,145.60","1,138.15","1,138.41","1,138","1,28,64,00,000","1,132.30","1,148.81","1,098.74","1,148.81","1,136.88"
510,,15-01-2002,"1,138.41","1,148.81","1,136.88","1,146.19","1,146","1,38,69,00,000","1,128.18","1,146.19","1,081.66","1,146.19","1,127.49"
511,,16-01-2002,"1,146.19","1,146.19","1,127.49","1,127.57","1,128","1,48,25,00,000","1,128.18","1,139.50","1,081.66","1,139.27","1,127.57"
512,,17-01-2002,"1,127.57","1,139.27","1,127.57","1,138.88","1,139","1,38,01,00,000","1,128.00","1,139.50","1,081.66","1,138.88","1,124.45"
513,,18-01-2002,"1,138.88","1,138.88","1,124.45","1,127.58","1,128","1,33,33,00,000","1,125.97","1,139.50","1,081.66","1,135.26","1,117.91"
514,,22-01-2002,"1,127.58","1,135.26","1,117.91","1,119.31","1,119","1,31,16,00,000","1,123.21","1,139.50","1,081.66","1,131.94","1,117.43"
515,,23-01-2002,"1,119.31","1,131.94","1,117.43","1,128.18","1,128","1,47,92,00,000","1,122.01","1,139.50","1,077.78","1,139.50","1,128.18"
516,,24-01-2002,"1,128.18","1,139.50","1,128.18","1,132.15","1,132","1,55,28,00,000","1,113.57","1,138.63","1,077.78","1,138.31","1,127.82"
517,,25-01-2002,"1,132.15","1,138.31","1,127.82","1,133.28","1,133","1,34,51,00,000","1,100.80","1,138.63","1,077.78","1,138.63","1,126.66"
518,,28-01-2002,"1,133.28","1,138.63","1,126.66","1,133.06","1,133","1,18,68,00,000","1,099.69","1,137.47","1,077.78","1,137.47","1,098.74"
519,,29-01-2002,"1,133.06","1,137.47","1,098.74","1,100.64","1,101","1,81,20,00,000","1,100.80","1,130.21","1,077.78","1,113.79","1,081.66"
520,,30-01-2002,"1,100.64","1,113.79","1,081.66","1,113.57","1,114","2,01,96,00,000","1,103.35","1,130.21","1,077.78","1,130.21","1,113.30"
521,,31-01-2002,"1,113.57","1,130.21","1,113.30","1,130.20","1,130","1,55,70,00,000","1,103.35","1,130.20","1,077.78","1,130.20","1,118.51"
522,,01-02-2002,"1,130.20","1,130.20","1,118.51","1,122.20","1,122","1,36,72,00,000","1,103.10","1,124.72","1,077.78","1,122.20","1,092.25"
523,,04-02-2002,"1,122.20","1,122.20","1,092.25","1,094.44","1,094","1,43,76,00,000","1,101.97","1,124.72","1,077.78","1,100.96","1,082.58"
524,,05-02-2002,"1,094.44","1,100.96","1,082.58","1,090.02","1,090","1,77,83,00,000","1,100.65","1,124.72","1,074.36","1,093.58","1,077.78"
525,,06-02-2002,"1,090.02","1,093.58","1,077.78","1,083.51","1,084","1,66,58,00,000","1,102.24","1,124.72","1,074.36","1,094.03","1,078.44"
526,,07-02-2002,"1,083.51","1,094.03","1,078.44","1,080.17","1,080","1,44,16,00,000","1,102.24","1,124.72","1,074.36","1,096.30","1,079.91"
527,,08-02-2002,"1,080.17","1,096.30","1,079.91","1,096.22","1,096","1,37,19,00,000","1,103.47","1,124.72","1,074.36","1,112.01","1,094.68"
528,,11-02-2002,"1,096.22","1,112.01","1,094.68","1,111.94","1,112","1,15,94,00,000","1,104.18","1,124.72","1,074.36","1,112.68","1,102.98"
529,,12-02-2002,"1,111.94","1,112.68","1,102.98","1,107.50","1,108","1,09,42,00,000","1,104.18","1,124.72","1,074.36","1,120.56","1,107.50"
530,,13-02-2002,"1,107.50","1,120.56","1,107.50","1,118.51","1,119","1,21,59,00,000","1,104.18","1,124.72","1,074.36","1,124.72","1,112.30"
531,,14-02-2002,"1,118.51","1,124.72","1,112.30","1,116.48","1,116","1,27,25,00,000","1,104.18","1,131.79","1,074.36","1,117.09","1,103.23"
532,,15-02-2002,"1,116.48","1,117.09","1,103.23","1,104.18","1,104","1,35,92,00,000","1,105.46","1,153.84","1,074.36","1,104.18","1,082.24"
533,,19-02-2002,"1,104.18","1,104.18","1,082.24","1,083.34","1,083","1,18,99,00,000","1,109.14","1,157.74","1,074.36","1,098.32","1,074.36"
534,,20-02-2002,"1,083.34","1,098.32","1,074.36","1,097.98","1,098","1,43,89,00,000","1,109.89","1,165.29","1,074.39","1,101.50","1,080.24"
535,,21-02-2002,"1,097.98","1,101.50","1,080.24","1,080.95","1,081","1,38,16,00,000","1,117.15","1,167.94","1,074.39","1,093.93","1,074.39"
536,,22-02-2002,"1,080.95","1,093.93","1,074.39","1,089.84","1,090","1,41,10,00,000","1,131.78","1,172.76","1,089.84","1,112.71","1,089.84"
537,,25-02-2002,"1,089.84","1,112.71","1,089.84","1,109.43","1,109","1,36,74,00,000","1,145.63","1,173.03","1,101.72","1,115.05","1,101.72"
538,,26-02-2002,"1,109.43","1,115.05","1,101.72","1,109.38","1,109","1,30,92,00,000","1,153.84","1,173.03","1,102.26","1,123.06","1,102.26"
539,,27-02-2002,"1,109.38","1,123.06","1,102.26","1,109.89","1,110","1,39,38,00,000","1,154.58","1,173.03","1,106.73","1,121.57","1,106.73"
540,,28-02-2002,"1,109.89","1,121.57","1,106.73","1,106.73","1,107","1,39,22,00,000","1,156.18","1,173.03","1,106.73","1,131.79","1,106.73"
541,,01-03-2002,"1,106.73","1,131.79","1,106.73","1,131.78","1,132","1,45,65,00,000","1,157.64","1,173.03","1,130.93","1,153.84","1,130.93"
542,,04-03-2002,"1,131.78","1,153.84","1,130.93","1,153.84","1,154","1,59,43,00,000","1,159.63","1,173.03","1,144.78","1,157.74","1,144.78"
543,,05-03-2002,"1,153.84","1,157.74","1,144.78","1,146.14","1,146","1,54,93,00,000","1,163.57","1,173.94","1,145.11","1,165.29","1,145.11"
544,,06-03-2002,"1,146.14","1,165.29","1,145.11","1,162.77","1,163","1,54,13,00,000","1,164.21","1,173.94","1,150.69","1,167.94","1,150.69"
545,,07-03-2002,"1,162.77","1,167.94","1,150.69","1,157.54","1,158","1,51,74,00,000","1,163.57","1,173.94","1,139.48","1,172.76","1,157.54"
546,,08-03-2002,"1,157.54","1,172.76","1,157.54","1,164.31","1,164","1,41,20,00,000","1,159.63","1,173.94","1,139.48","1,173.03","1,159.58"
547,,11-03-2002,"1,164.31","1,173.03","1,159.58","1,168.26","1,168","1,21,02,00,000","1,155.79","1,173.94","1,131.87","1,168.26","1,154.34"
548,,12-03-2002,"1,168.26","1,168.26","1,154.34","1,165.58","1,166","1,30,44,00,000","1,153.80","1,173.94","1,131.61","1,165.58","1,151.01"
549,,13-03-2002,"1,165.58","1,165.58","1,151.01","1,154.09","1,154","1,35,40,00,000","1,153.04","1,173.94","1,131.61","1,157.83","1,151.08"
550,,14-03-2002,"1,154.09","1,157.83","1,151.08","1,153.04","1,153","1,20,88,00,000","1,151.73","1,173.94","1,131.61","1,166.48","1,153.04"
551,,15-03-2002,"1,153.04","1,166.48","1,153.04","1,166.16","1,166","1,49,39,00,000","1,148.70","1,173.94","1,131.61","1,172.73","1,159.14"
552,,18-03-2002,"1,166.16","1,172.73","1,159.14","1,165.55","1,166","1,16,95,00,000","1,147.20","1,173.94","1,131.61","1,173.94","1,165.55"
553,,19-03-2002,"1,165.55","1,173.94","1,165.55","1,170.29","1,170","1,25,50,00,000","1,145.57","1,170.29","1,119.68","1,170.29","1,151.61"
554,,20-03-2002,"1,170.29","1,170.29","1,151.61","1,151.85","1,152","1,30,49,00,000","1,142.52","1,156.49","1,119.68","1,155.10","1,139.48"
555,,21-03-2002,"1,151.85","1,155.10","1,139.48","1,153.59","1,154","1,33,92,00,000","1,138.67","1,156.49","1,119.49","1,156.49","1,144.60"
556,,22-03-2002,"1,153.59","1,156.49","1,144.60","1,148.70","1,149","1,24,33,00,000","1,136.23","1,154.45","1,111.79","1,151.04","1,131.87"
557,,25-03-2002,"1,148.70","1,151.04","1,131.87","1,131.87","1,132","1,05,79,00,000","1,133.09","1,154.45","1,111.79","1,147.00","1,131.61"
558,,26-03-2002,"1,131.87","1,147.00","1,131.61","1,138.49","1,138","1,22,36,00,000","1,130.46","1,154.45","1,111.79","1,146.95","1,135.33"
559,,27-03-2002,"1,138.49","1,146.95","1,135.33","1,144.58","1,145","1,18,01,00,000","1,127.32","1,154.45","1,102.42","1,154.45","1,144.58"
560,,28-03-2002,"1,144.58","1,154.45","1,144.58","1,147.39","1,147","1,14,76,00,000","1,125.41","1,147.84","1,102.42","1,147.84","1,132.87"
561,,01-04-2002,"1,147.39","1,147.84","1,132.87","1,146.54","1,147","1,05,09,00,000","1,123.59","1,146.54","1,099.41","1,146.54","1,135.71"
562,,02-04-2002,"1,146.54","1,146.54","1,135.71","1,136.76","1,137","1,17,67,00,000","1,121.67","1,138.85","1,099.41","1,138.85","1,119.68"
563,,03-04-2002,"1,136.76","1,138.85","1,119.68","1,125.40","1,125","1,21,97,00,000","1,122.38","1,133.31","1,099.41","1,130.45","1,120.06"
564,,04-04-2002,"1,125.40","1,130.45","1,120.06","1,126.34","1,126","1,28,38,00,000","1,122.30","1,133.31","1,099.41","1,133.31","1,119.49"
565,,05-04-2002,"1,126.34","1,133.31","1,119.49","1,122.73","1,123","1,11,02,00,000","1,122.58","1,133.00","1,099.41","1,125.41","1,111.79"
566,,08-04-2002,"1,122.73","1,125.41","1,111.79","1,125.29","1,125","1,09,53,00,000","1,122.30","1,133.00","1,099.41","1,128.29","1,116.73"
567,,09-04-2002,"1,125.29","1,128.29","1,116.73","1,117.80","1,118","1,23,54,00,000","1,117.28","1,133.00","1,098.94","1,131.76","1,117.80"
568,,10-04-2002,"1,117.80","1,131.76","1,117.80","1,130.47","1,130","1,44,79,00,000","1,111.97","1,133.00","1,092.51","1,130.47","1,102.42"
569,,11-04-2002,"1,130.47","1,130.47","1,102.42","1,103.69","1,104","1,50,56,00,000","1,110.15","1,133.00","1,084.81","1,112.77","1,102.74"
570,,12-04-2002,"1,103.69","1,112.77","1,102.74","1,111.01","1,111","1,28,21,00,000","1,108.14","1,133.00","1,076.31","1,114.86","1,099.41"
571,,15-04-2002,"1,111.01","1,114.86","1,099.41","1,102.55","1,103","1,12,04,00,000","1,106.72","1,133.00","1,063.62","1,129.40","1,102.55"
572,,16-04-2002,"1,102.55","1,129.40","1,102.55","1,128.37","1,128","1,34,13,00,000","1,100.96","1,133.00","1,063.46","1,133.00","1,123.37"
573,,17-04-2002,"1,128.37","1,133.00","1,123.37","1,126.07","1,126","1,37,69,00,000","1,093.75","1,130.49","1,063.46","1,130.49","1,109.29"
574,,18-04-2002,"1,126.07","1,130.49","1,109.29","1,124.47","1,124","1,35,93,00,000","1,091.45","1,128.82","1,063.46","1,128.82","1,122.59"
575,,19-04-2002,"1,124.47","1,128.82","1,122.59","1,125.17","1,125","1,18,50,00,000","1,085.97","1,125.17","1,063.46","1,125.17","1,105.62"
576,,22-04-2002,"1,125.17","1,125.17","1,105.62","1,107.83","1,108","1,18,18,00,000","1,084.56","1,111.17","1,052.65","1,111.17","1,098.94"
577,,23-04-2002,"1,107.83","1,111.17","1,098.94","1,100.96","1,101","1,38,85,00,000","1,078.40","1,108.46","1,048.96","1,108.46","1,092.51"
578,,24-04-2002,"1,100.96","1,108.46","1,092.51","1,093.14","1,093","1,37,32,00,000","1,076.62","1,096.77","1,048.96","1,094.36","1,084.81"
579,,25-04-2002,"1,093.14","1,094.36","1,084.81","1,091.48","1,091","1,51,74,00,000","1,076.32","1,096.77","1,048.96","1,096.77","1,076.31"
580,,26-04-2002,"1,091.48","1,096.77","1,076.31","1,076.32","1,076","1,37,42,00,000","1,073.22","1,091.42","1,048.96","1,078.95","1,063.62"
581,,29-04-2002,"1,076.32","1,078.95","1,063.62","1,065.45","1,065","1,31,47,00,000","1,073.22","1,091.42","1,048.96","1,082.62","1,063.46"
582,,30-04-2002,"1,065.45","1,082.62","1,063.46","1,076.92","1,077","1,62,86,00,000","1,074.56","1,097.71","1,048.96","1,088.32","1,065.29"
583,,01-05-2002,"1,076.92","1,088.32","1,065.29","1,086.46","1,086","1,45,14,00,000","1,074.56","1,104.23","1,048.96","1,091.42","1,079.46"
584,,02-05-2002,"1,086.46","1,091.42","1,079.46","1,084.56","1,085","1,36,40,00,000","1,074.56","1,104.23","1,048.96","1,084.56","1,068.89"
585,,03-05-2002,"1,084.56","1,084.56","1,068.89","1,073.43","1,073","1,28,45,00,000","1,075.14","1,106.59","1,048.96","1,075.96","1,052.65"
586,,06-05-2002,"1,073.43","1,075.96","1,052.65","1,052.67","1,053","1,12,26,00,000","1,088.85","1,106.59","1,048.96","1,058.67","1,048.96"
587,,07-05-2002,"1,052.67","1,058.67","1,048.96","1,049.49","1,049","1,35,47,00,000","1,088.89","1,106.59","1,049.49","1,088.92","1,049.49"
588,,08-05-2002,"1,049.49","1,088.92","1,049.49","1,088.85","1,089","1,50,20,00,000","1,088.85","1,106.59","1,053.90","1,088.85","1,072.23"
589,,09-05-2002,"1,088.85","1,088.85","1,072.23","1,073.01","1,073","1,15,30,00,000","1,089.68","1,106.59","1,053.90","1,075.43","1,053.93"
590,,10-05-2002,"1,073.01","1,075.43","1,053.93","1,054.99","1,055","1,17,19,00,000","1,090.84","1,106.59","1,053.90","1,074.84","1,053.90"
591,,13-05-2002,"1,054.99","1,074.84","1,053.90","1,074.56","1,075","1,08,86,00,000","1,090.84","1,106.59","1,070.31","1,097.71","1,074.56"
592,,14-05-2002,"1,074.56","1,097.71","1,074.56","1,097.28","1,097","1,41,45,00,000","1,090.11","1,106.59","1,067.66","1,104.23","1,088.94"
