id,uuid,DCP_date_current_period,OPCP_open_price_current_period,HPCP_high_price_current_period,LPCP_low_price_current_period,CPCP_close_price_current_period,ACPCP_adjusted_close_price_current_period,VTCP_volume_of_transactions_current_period,MPN10P_median_price_next_10_periods,HPN10P_highest_price_next_10_periods,LPN10P_lowest_price_next_10_periods,HPN1P_high_price_next_1_period,LPN1P_low_price_next_1_period
4804,,06-02-2019,"2,735.05","2,738.08","2,724.15","2,731.61","2,732","3,47,26,90,000","2,749.46","2,789.88","2,681.83","2,719.32","2,687.26"
4805,,07-02-2019,"2,717.53","2,719.32","2,687.26","2,706.05","2,706","4,09,94,90,000","2,760.24","2,794.20","2,681.83","2,708.07","2,681.83"
4806,,08-02-2019,"2,692.36","2,708.07","2,681.83","2,707.88","2,708","3,62,23,30,000","2,768.61","2,813.49","2,703.79","2,718.05","2,703.79"
4807,,11-02-2019,"2,712.40","2,718.05","2,703.79","2,709.80","2,710","3,36,19,70,000","2,775.63","2,813.49","2,722.61","2,748.19","2,722.61"
4808,,12-02-2019,"2,722.61","2,748.19","2,722.61","2,744.73","2,745","3,82,77,70,000","2,779.44","2,813.49","2,731.23","2,761.85","2,748.63"
4809,,13-02-2019,"2,750.30","2,761.85","2,748.63","2,753.03","2,753","3,67,07,70,000","2,782.22","2,813.49","2,731.23","2,757.90","2,731.23"
4810,,14-02-2019,"2,743.50","2,757.90","2,731.23","2,745.73","2,746","3,83,67,00,000","2,787.27","2,813.49","2,760.24","2,775.66","2,760.24"
4811,,15-02-2019,"2,760.24","2,775.66","2,760.24","2,775.60","2,776","3,64,13,70,000","2,787.90","2,816.88","2,764.55","2,787.33","2,767.29"
4812,,19-02-2019,"2,769.28","2,787.33","2,767.29","2,779.76","2,780","3,53,37,10,000","2,790.37","2,816.88","2,764.55","2,789.88","2,774.06"
4813,,20-02-2019,"2,779.05","2,789.88","2,774.06","2,784.70","2,785","3,83,54,50,000","2,790.57","2,816.88","2,764.55","2,781.58","2,764.55"
4814,,21-02-2019,"2,780.24","2,781.58","2,764.55","2,774.88","2,775","3,55,97,10,000","2,790.57","2,816.88","2,739.09","2,794.20","2,779.11"
4815,,22-02-2019,"2,780.67","2,794.20","2,779.11","2,792.67","2,793","3,42,78,10,000","2,789.96","2,816.88","2,722.27","2,813.49","2,794.99"
4816,,25-02-2019,"2,804.35","2,813.49","2,794.99","2,796.11","2,796","3,80,43,80,000","2,787.44","2,816.88","2,722.27","2,803.12","2,789.47"
4817,,26-02-2019,"2,792.36","2,803.12","2,789.47","2,793.90","2,794","3,64,56,80,000","2,787.28","2,816.88","2,722.27","2,795.76","2,775.13"
4818,,27-02-2019,"2,787.50","2,795.76","2,775.13","2,792.38","2,792","3,76,71,30,000","2,787.36","2,821.24","2,722.27","2,793.73","2,782.51"
4819,,28-02-2019,"2,788.11","2,793.73","2,782.51","2,784.49","2,784","4,39,69,30,000","2,790.27","2,821.24","2,722.27","2,808.02","2,787.38"
4820,,01-03-2019,"2,798.22","2,808.02","2,787.38","2,803.69","2,804","3,97,22,80,000","2,790.57","2,830.73","2,722.27","2,816.88","2,767.66"
4821,,04-03-2019,"2,814.37","2,816.88","2,767.66","2,792.81","2,793","3,91,98,10,000","2,790.92","2,835.41","2,722.27","2,796.44","2,782.97"
4822,,05-03-2019,"2,794.41","2,796.44","2,782.97","2,789.65","2,790","3,58,56,90,000","2,799.05","2,852.42","2,722.27","2,790.27","2,768.69"
4823,,06-03-2019,"2,790.27","2,790.27","2,768.69","2,771.45","2,771","3,78,66,00,000","2,808.90","2,852.42","2,722.27","2,767.25","2,739.09"
4824,,07-03-2019,"2,766.53","2,767.25","2,739.09","2,748.93","2,749","3,90,48,60,000","2,811.67","2,860.31","2,722.27","2,744.13","2,722.27"
4825,,08-03-2019,"2,730.79","2,744.13","2,722.27","2,743.07","2,743","3,42,31,30,000","2,818.04","2,860.31","2,747.61","2,784.00","2,747.61"
4826,,11-03-2019,"2,747.61","2,784.00","2,747.61","2,783.30","2,783","3,74,90,30,000","2,818.04","2,860.31","2,785.02","2,798.32","2,786.73"
4827,,12-03-2019,"2,787.34","2,798.32","2,786.73","2,791.52","2,792","3,41,42,30,000","2,819.21","2,860.31","2,785.02","2,821.24","2,799.78"
4828,,13-03-2019,"2,799.78","2,821.24","2,799.78","2,810.92","2,811","3,76,61,50,000","2,819.72","2,860.31","2,785.02","2,815.00","2,803.46"
4829,,14-03-2019,"2,810.38","2,815.00","2,803.46","2,808.48","2,808","3,46,97,30,000","2,819.72","2,860.31","2,785.02","2,830.73","2,810.79"
4830,,15-03-2019,"2,810.79","2,830.73","2,810.79","2,822.48","2,822","5,96,27,30,000","2,822.30","2,860.31","2,785.02","2,835.41","2,821.99"
4831,,18-03-2019,"2,822.61","2,835.41","2,821.99","2,832.94","2,833","3,55,21,90,000","2,823.12","2,869.40","2,785.02","2,852.42","2,823.27"
4832,,19-03-2019,"2,840.76","2,852.42","2,823.27","2,832.57","2,833","3,62,02,20,000","2,823.60","2,872.90","2,785.02","2,843.54","2,812.43"
4833,,20-03-2019,"2,831.34","2,843.54","2,812.43","2,824.23","2,824","3,77,12,00,000","2,826.92","2,885.25","2,785.02","2,860.31","2,817.38"
4834,,21-03-2019,"2,819.72","2,860.31","2,817.38","2,854.88","2,855","3,54,68,00,000","2,829.68","2,885.25","2,785.02","2,846.16","2,800.47"
4835,,22-03-2019,"2,844.52","2,846.16","2,800.47","2,800.71","2,801","4,23,72,00,000","2,842.33","2,893.24","2,785.02","2,809.79","2,785.02"
4836,,25-03-2019,"2,796.01","2,809.79","2,785.02","2,798.36","2,798","3,37,65,80,000","2,865.98","2,895.95","2,787.72","2,829.87","2,803.99"
4837,,26-03-2019,"2,812.66","2,829.87","2,803.99","2,818.46","2,818","3,26,60,50,000","2,868.82","2,895.95","2,787.72","2,825.56","2,787.72"
4838,,27-03-2019,"2,819.72","2,825.56","2,787.72","2,805.37","2,805","3,37,29,30,000","2,874.48","2,895.95","2,798.77","2,819.71","2,798.77"
4839,,28-03-2019,"2,809.40","2,819.71","2,798.77","2,815.44","2,815","3,15,81,70,000","2,879.26","2,895.95","2,819.23","2,836.03","2,819.23"
4840,,29-03-2019,"2,828.27","2,836.03","2,819.23","2,834.40","2,834","3,74,07,00,000","2,881.68","2,910.54","2,848.63","2,869.40","2,848.63"
4841,,01-04-2019,"2,848.63","2,869.40","2,848.63","2,867.19","2,867","3,50,07,60,000","2,885.92","2,910.54","2,858.75","2,872.90","2,858.75"
4842,,02-04-2019,"2,868.24","2,872.90","2,858.75","2,867.24","2,867","3,24,69,00,000","2,888.39","2,916.06","2,865.17","2,885.25","2,865.17"
4843,,03-04-2019,"2,876.09","2,885.25","2,865.17","2,873.40","2,873","3,55,02,40,000","2,892.33","2,918.00","2,867.14","2,881.28","2,867.14"
4844,,04-04-2019,"2,873.99","2,881.28","2,867.14","2,879.39","2,879","3,01,51,80,000","2,895.61","2,918.00","2,873.33","2,893.24","2,882.99"
4845,,05-04-2019,"2,884.16","2,893.24","2,882.99","2,892.74","2,893","3,14,68,20,000","2,898.58","2,918.00","2,873.33","2,895.95","2,880.78"
4846,,08-04-2019,"2,888.46","2,895.95","2,880.78","2,895.77","2,896","3,05,40,30,000","2,902.84","2,936.31","2,873.33","2,886.88","2,873.33"
4847,,09-04-2019,"2,886.58","2,886.88","2,873.33","2,878.20","2,878","3,00,79,80,000","2,905.31","2,936.83","2,879.13","2,889.71","2,879.13"
4848,,10-04-2019,"2,881.37","2,889.71","2,879.13","2,888.21","2,888","3,06,23,80,000","2,908.15","2,936.83","2,881.99","2,893.42","2,881.99"
4849,,11-04-2019,"2,891.92","2,893.42","2,881.99","2,888.32","2,888","2,93,85,40,000","2,909.56","2,939.88","2,891.90","2,910.54","2,898.37"
4850,,12-04-2019,"2,900.86","2,910.54","2,898.37","2,907.41","2,907","3,68,84,90,000","2,914.44","2,949.52","2,891.90","2,909.60","2,896.48"
4851,,15-04-2019,"2,908.32","2,909.60","2,896.48","2,905.58","2,906","3,08,83,30,000","2,923.12","2,949.52","2,891.90","2,916.06","2,900.71"
4852,,16-04-2019,"2,912.26","2,916.06","2,900.71","2,907.06","2,907","3,40,22,10,000","2,925.93","2,954.13","2,891.90","2,918.00","2,895.45"
4853,,17-04-2019,"2,916.04","2,918.00","2,895.45","2,900.45","2,900","3,60,23,00,000","2,926.11","2,954.13","2,891.90","2,908.40","2,891.90"
4854,,18-04-2019,"2,904.81","2,908.40","2,891.90","2,905.03","2,905","3,50,68,50,000","2,930.00","2,954.13","2,896.35","2,909.51","2,896.35"
4855,,22-04-2019,"2,898.78","2,909.51","2,896.35","2,907.97","2,908","2,99,79,50,000","2,931.36","2,954.13","2,898.21","2,936.31","2,908.53"
4856,,23-04-2019,"2,909.99","2,936.31","2,908.53","2,933.68","2,934","3,63,50,30,000","2,930.00","2,954.13","2,862.60","2,936.83","2,926.05"
4857,,24-04-2019,"2,934.00","2,936.83","2,926.05","2,927.25","2,927","3,44,89,60,000","2,927.58","2,954.13","2,862.60","2,933.10","2,912.84"
4858,,25-04-2019,"2,928.99","2,933.10","2,912.84","2,926.17","2,926","3,42,52,80,000","2,923.92","2,954.13","2,836.40","2,939.88","2,917.56"
4859,,26-04-2019,"2,925.81","2,939.88","2,917.56","2,939.88","2,940","3,24,85,00,000","2,918.59","2,954.13","2,825.39","2,949.52","2,939.35"
4860,,29-04-2019,"2,940.58","2,949.52","2,939.35","2,943.03","2,943","3,11,87,80,000","2,904.69","2,954.13","2,801.43","2,948.22","2,924.11"
4861,,30-04-2019,"2,937.14","2,948.22","2,924.11","2,945.83","2,946","3,91,93,30,000","2,887.68","2,954.13","2,801.43","2,954.13","2,923.36"
4862,,01-05-2019,"2,952.33","2,954.13","2,923.36","2,923.73","2,924","3,64,58,50,000","2,877.69","2,947.85","2,801.43","2,931.68","2,900.50"
4863,,02-05-2019,"2,922.16","2,931.68","2,900.50","2,917.52","2,918","3,77,88,90,000","2,870.37","2,947.85","2,801.43","2,947.85","2,929.21"
4864,,03-05-2019,"2,929.21","2,947.85","2,929.21","2,945.64","2,946","3,33,81,20,000","2,862.85","2,937.32","2,801.43","2,937.32","2,898.21"
4865,,06-05-2019,"2,908.89","2,937.32","2,898.21","2,932.47","2,932","3,18,15,20,000","2,858.64","2,913.03","2,801.43","2,913.03","2,862.60"
4866,,07-05-2019,"2,913.03","2,913.03","2,862.60","2,884.05","2,884","3,76,71,00,000","2,855.80","2,897.96","2,801.43","2,897.96","2,873.28"
4867,,08-05-2019,"2,879.61","2,897.96","2,873.28","2,879.42","2,879","3,48,57,90,000","2,855.02","2,892.15","2,801.43","2,875.97","2,836.40"
4868,,09-05-2019,"2,859.84","2,875.97","2,836.40","2,870.72","2,871","3,63,88,20,000","2,853.20","2,892.15","2,801.43","2,891.31","2,825.39"
4869,,10-05-2019,"2,863.10","2,891.31","2,825.39","2,881.40","2,881","3,52,96,00,000","2,841.88","2,892.15","2,801.43","2,840.19","2,801.43"
4870,,13-05-2019,"2,840.19","2,840.19","2,801.43","2,811.87","2,812","3,89,40,30,000","2,841.88","2,892.15","2,801.58","2,852.54","2,820.12"
4871,,14-05-2019,"2,820.12","2,852.54","2,820.12","2,834.41","2,834","3,32,27,20,000","2,841.60","2,892.15","2,766.06","2,858.68","2,815.08"
4872,,15-05-2019,"2,820.38","2,858.68","2,815.08","2,850.96","2,851","3,12,59,50,000","2,840.37","2,892.15","2,766.06","2,892.15","2,855.80"
4873,,16-05-2019,"2,855.80","2,892.15","2,855.80","2,876.32","2,876","3,33,80,60,000","2,830.66","2,885.48","2,750.52","2,885.48","2,854.23"
4874,,17-05-2019,"2,858.60","2,885.48","2,854.23","2,859.53","2,860","3,25,79,50,000","2,821.21","2,868.88","2,728.81","2,853.86","2,831.29"
4875,,20-05-2019,"2,841.94","2,853.86","2,831.29","2,840.23","2,840","3,28,88,70,000","2,802.83","2,868.88","2,728.81","2,868.88","2,854.02"
4876,,21-05-2019,"2,854.02","2,868.88","2,854.02","2,864.36","2,864","3,21,87,00,000","2,801.98","2,865.47","2,728.81","2,865.47","2,851.11"
4877,,22-05-2019,"2,856.06","2,865.47","2,851.11","2,856.27","2,856","3,19,25,10,000","2,801.98","2,852.10","2,728.81","2,836.70","2,805.49"
4878,,23-05-2019,"2,836.70","2,836.70","2,805.49","2,822.24","2,822","3,89,19,80,000","2,801.98","2,884.97","2,728.81","2,841.36","2,820.19"
4879,,24-05-2019,"2,832.41","2,841.36","2,820.19","2,826.06","2,826","2,88,73,90,000","2,801.98","2,904.77","2,728.81","2,840.51","2,801.58"
4880,,28-05-2019,"2,830.03","2,840.51","2,801.58","2,802.39","2,802","4,12,14,10,000","2,803.88","2,910.61","2,728.81","2,792.03","2,766.06"
4881,,29-05-2019,"2,790.25","2,792.03","2,766.06","2,783.02","2,783","3,70,00,50,000","2,826.71","2,910.61","2,728.81","2,799.00","2,776.74"
4882,,30-05-2019,"2,786.94","2,799.00","2,776.74","2,788.86","2,789","3,27,37,90,000","2,852.49","2,910.61","2,728.81","2,768.98","2,750.52"
4883,,31-05-2019,"2,766.15","2,768.98","2,750.52","2,752.06","2,752","3,98,10,20,000","2,876.60","2,910.61","2,728.81","2,763.07","2,728.81"
4884,,03-06-2019,"2,751.53","2,763.07","2,728.81","2,744.45","2,744","3,94,38,10,000","2,882.36","2,910.61","2,762.64","2,804.49","2,762.64"
4885,,04-06-2019,"2,762.64","2,804.49","2,762.64","2,803.27","2,803","3,81,04,30,000","2,886.04","2,930.79","2,800.92","2,827.28","2,800.92"
4886,,05-06-2019,"2,818.09","2,827.28","2,800.92","2,826.15","2,826","3,54,88,30,000","2,887.14","2,931.74","2,822.45","2,852.10","2,822.45"
4887,,06-06-2019,"2,828.51","2,852.10","2,822.45","2,843.49","2,843","3,39,64,10,000","2,890.23","2,958.06","2,852.87","2,884.97","2,852.87"
4888,,07-06-2019,"2,852.87","2,884.97","2,852.87","2,873.34","2,873","3,22,02,50,000","2,894.89","2,964.15","2,874.68","2,904.77","2,885.51"
4889,,10-06-2019,"2,885.83","2,904.77","2,885.51","2,886.73","2,887","3,20,92,10,000","2,906.07","2,964.15","2,874.68","2,910.61","2,878.53"
4890,,11-06-2019,"2,903.27","2,910.61","2,878.53","2,885.72","2,886","3,54,84,20,000","2,916.69","2,964.15","2,874.68","2,888.57","2,874.68"
4891,,12-06-2019,"2,882.73","2,888.57","2,874.68","2,879.84","2,880","3,03,41,30,000","2,920.95","2,964.15","2,879.62","2,895.24","2,881.99"
4892,,13-06-2019,"2,886.24","2,895.24","2,881.99","2,891.64","2,892","3,06,98,10,000","2,924.02","2,964.15","2,879.62","2,894.45","2,879.62"
4893,,14-06-2019,"2,886.82","2,894.45","2,879.62","2,886.98","2,887","2,92,23,30,000","2,930.05","2,964.15","2,887.30","2,897.27","2,887.30"
4894,,17-06-2019,"2,889.75","2,897.27","2,887.30","2,889.67","2,890","2,81,01,40,000","2,932.77","2,977.93","2,905.44","2,930.79","2,905.44"
4895,,18-06-2019,"2,906.71","2,930.79","2,905.44","2,917.75","2,918","3,43,76,20,000","2,944.70","2,977.93","2,911.43","2,931.74","2,911.43"
4896,,19-06-2019,"2,920.55","2,931.74","2,911.43","2,926.46","2,926","3,28,78,90,000","2,948.64","2,995.84","2,912.99","2,958.06","2,931.50"
4897,,20-06-2019,"2,949.60","2,958.06","2,931.50","2,954.18","2,954","3,90,59,40,000","2,950.94","2,995.84","2,912.99","2,964.15","2,946.87"
4898,,21-06-2019,"2,952.71","2,964.15","2,946.87","2,950.46","2,950","5,00,01,20,000","2,953.57","2,995.84","2,912.99","2,954.92","2,944.05"
4899,,24-06-2019,"2,951.42","2,954.92","2,944.05","2,945.35","2,945","3,13,62,50,000","2,965.09","2,995.84","2,912.99","2,946.52","2,916.01"
4900,,25-06-2019,"2,945.78","2,946.52","2,916.01","2,917.38","2,917","3,57,80,50,000","2,970.75","3,002.98","2,912.99","2,932.59","2,912.99"
4901,,26-06-2019,"2,926.07","2,932.59","2,912.99","2,913.78","2,914","3,47,81,30,000","2,976.30","3,002.98","2,918.57","2,929.30","2,918.57"
4902,,27-06-2019,"2,919.66","2,929.30","2,918.57","2,924.92","2,925","3,12,29,20,000","2,979.70","3,013.92","2,929.05","2,943.98","2,929.05"
4903,,28-06-2019,"2,932.94","2,943.98","2,929.05","2,941.76","2,942","5,42,07,00,000","2,984.44","3,017.80","2,952.22","2,977.93","2,952.22"
4904,,01-07-2019,"2,971.41","2,977.93","2,952.22","2,964.33","2,964","3,51,32,70,000","2,991.45","3,017.80","2,955.92","2,973.21","2,955.92"
4905,,02-07-2019,"2,964.66","2,973.21","2,955.92","2,973.01","2,973","3,20,68,40,000","2,994.39","3,017.80","2,963.44","2,995.84","2,977.96"
4906,,03-07-2019,"2,978.08","2,995.84","2,977.96","2,995.82","2,996","1,96,37,20,000","2,994.39","3,017.80","2,963.44","2,994.03","2,967.97"
4907,,05-07-2019,"2,984.25","2,994.03","2,967.97","2,990.41","2,990","2,43,42,10,000","2,996.39","3,017.80","2,963.44","2,980.76","2,970.09"
4908,,08-07-2019,"2,979.77","2,980.76","2,970.09","2,975.95","2,976","2,90,45,50,000","2,996.39","3,017.80","2,963.44","2,981.90","2,963.44"
4909,,09-07-2019,"2,965.52","2,981.90","2,963.44","2,979.63","2,980","3,02,82,10,000","2,999.14","3,017.80","2,973.09","3,002.98","2,984.62"
4910,,10-07-2019,"2,989.30","3,002.98","2,984.62","2,993.07","2,993","3,15,42,40,000","3,000.53","3,019.59","2,973.09","3,002.33","2,988.80"
4911,,11-07-2019,"2,999.62","3,002.33","2,988.80","2,999.91","3,000","3,15,46,20,000","3,003.52","3,019.59","2,973.09","3,013.92","3,001.87"
4912,,12-07-2019,"3,003.36","3,013.92","3,001.87","3,013.77","3,014","2,97,49,60,000","3,004.15","3,027.98","2,973.09","3,017.80","3,008.77"
4913,,15-07-2019,"3,017.80","3,017.80","3,008.77","3,014.30","3,014","2,87,49,70,000","3,004.15","3,027.98","2,973.09","3,015.02","3,001.15"
4914,,16-07-2019,"3,012.13","3,015.02","3,001.15","3,004.04","3,004","3,29,06,50,000","3,004.68","3,027.98","2,973.09","3,005.26","2,984.25"
4915,,17-07-2019,"3,005.10","3,005.26","2,984.25","2,984.42","2,984","3,18,16,00,000","3,004.86","3,027.98","2,958.08","2,998.28","2,973.09"
4916,,18-07-2019,"2,978.87","2,998.28","2,973.09","2,995.11","2,995","3,29,65,80,000","3,005.68","3,027.98","2,945.23","3,006.02","2,975.86"
4917,,19-07-2019,"3,004.26","3,006.02","2,975.86","2,976.61","2,977","3,26,03,60,000","3,004.57","3,027.98","2,914.11","2,990.71","2,976.65"
4918,,22-07-2019,"2,981.93","2,990.71","2,976.65","2,985.03","2,985","3,00,37,20,000","3,004.57","3,027.98","2,822.12","3,005.90","2,988.56"
4919,,23-07-2019,"2,994.74","3,005.90","2,988.56","3,005.47","3,005","3,31,36,60,000","2,999.85","3,027.98","2,822.12","3,019.59","2,996.82"
4920,,24-07-2019,"2,998.77","3,019.59","2,996.82","3,019.56","3,020","3,42,89,80,000","2,980.35","3,027.98","2,822.12","3,016.31","2,997.24"
4921,,25-07-2019,"3,016.26","3,016.31","2,997.24","3,003.67","3,004","3,64,52,70,000","2,945.36","3,027.98","2,822.12","3,027.98","3,012.59"
4922,,26-07-2019,"3,013.25","3,027.98","3,012.59","3,025.86","3,026","3,25,75,90,000","2,934.82","3,025.61","2,822.12","3,025.61","3,014.30"
4923,,29-07-2019,"3,024.47","3,025.61","3,014.30","3,020.97","3,021","3,20,37,10,000","2,917.76","3,017.40","2,822.12","3,017.19","3,000.94"
4924,,30-07-2019,"3,007.66","3,017.19","3,000.94","3,013.18","3,013","3,63,43,30,000","2,907.33","3,017.40","2,822.12","3,017.40","2,958.08"
4925,,31-07-2019,"3,016.22","3,017.40","2,958.08","2,980.38","2,980","4,62,34,30,000","2,897.14","3,013.59","2,822.12","3,013.59","2,945.23"
4926,,01-08-2019,"2,980.32","3,013.59","2,945.23","2,953.56","2,954","4,76,23,00,000","2,892.40","2,945.50","2,822.12","2,945.50","2,914.11"
4927,,02-08-2019,"2,943.90","2,945.50","2,914.11","2,932.05","2,932","3,87,46,60,000","2,883.34","2,943.31","2,822.12","2,898.07","2,822.12"
4928,,05-08-2019,"2,898.07","2,898.07","2,822.12","2,844.74","2,845","4,51,37,30,000","2,890.42","2,943.31","2,825.51","2,884.40","2,847.42"
4929,,06-08-2019,"2,861.18","2,884.40","2,847.42","2,881.77","2,882","4,15,42,40,000","2,894.31","2,943.31","2,825.51","2,892.17","2,825.71"
4930,,07-08-2019,"2,858.65","2,892.17","2,825.71","2,883.98","2,884","4,49,17,50,000","2,903.68","2,943.31","2,825.51","2,938.72","2,894.47"
4931,,08-08-2019,"2,896.21","2,938.72","2,894.47","2,938.09","2,938","4,10,63,70,000","2,906.96","2,943.31","2,825.51","2,935.75","2,900.15"
4932,,09-08-2019,"2,930.51","2,935.75","2,900.15","2,918.65","2,919","3,35,06,40,000","2,902.51","2,943.31","2,825.51","2,907.58","2,873.14"
4933,,12-08-2019,"2,907.07","2,907.58","2,873.14","2,882.70","2,883","2,85,16,30,000","2,896.88","2,943.31","2,825.51","2,943.31","2,877.05"
4934,,13-08-2019,"2,880.72","2,943.31","2,877.05","2,926.32","2,926","3,85,36,00,000","2,893.89","2,939.08","2,825.51","2,894.15","2,839.64"
4935,,14-08-2019,"2,894.15","2,894.15","2,839.64","2,840.60","2,841","4,31,25,30,000","2,891.58","2,939.08","2,825.51","2,856.67","2,825.51"
4936,,15-08-2019,"2,846.20","2,856.67","2,825.51","2,847.60","2,848","4,03,80,00,000","2,902.51","2,939.08","2,834.97","2,893.63","2,864.74"
4937,,16-08-2019,"2,864.74","2,893.63","2,864.74","2,888.68","2,889","3,49,81,50,000","2,912.20","2,940.43","2,834.97","2,931.00","2,913.48"
4938,,19-08-2019,"2,913.48","2,931.00","2,913.48","2,923.65","2,924","3,21,28,80,000","2,907.64","2,940.43","2,834.97","2,923.63","2,899.60"
4939,,20-08-2019,"2,919.01","2,923.63","2,899.60","2,900.51","2,901","3,06,63,00,000","2,910.72","2,940.43","2,834.97","2,928.73","2,917.91"
4940,,21-08-2019,"2,922.04","2,928.73","2,917.91","2,924.43","2,924","3,01,11,90,000","2,910.72","2,985.86","2,834.97","2,939.08","2,904.51"
4941,,22-08-2019,"2,930.94","2,939.08","2,904.51","2,922.95","2,923","2,89,08,80,000","2,912.20","2,985.86","2,834.97","2,927.01","2,834.97"
4942,,23-08-2019,"2,911.07","2,927.01","2,834.97","2,847.11","2,847","3,93,73,00,000","2,923.22","2,989.43","2,853.05","2,879.27","2,856.00"
4943,,26-08-2019,"2,866.70","2,879.27","2,856.00","2,878.38","2,878","2,85,76,00,000","2,930.64","2,989.43","2,853.05","2,898.79","2,860.59"
4944,,27-08-2019,"2,893.14","2,898.79","2,860.59","2,869.16","2,869","3,53,36,30,000","2,948.72","3,000.93","2,853.05","2,890.03","2,853.05"
4945,,28-08-2019,"2,861.28","2,890.03","2,853.05","2,887.94","2,888","3,09,74,20,000","2,970.89","3,020.74","2,891.85","2,930.50","2,905.67"
4946,,29-08-2019,"2,910.37","2,930.50","2,905.67","2,924.58","2,925","3,17,61,90,000","2,977.21","3,020.74","2,891.85","2,940.43","2,913.32"
4947,,30-08-2019,"2,937.09","2,940.43","2,913.32","2,926.46","2,926","3,00,84,50,000","2,979.86","3,020.74","2,891.85","2,914.39","2,891.85"
4948,,03-09-2019,"2,909.01","2,914.39","2,891.85","2,906.27","2,906","3,42,67,90,000","2,987.15","3,020.74","2,921.86","2,938.84","2,921.86"
4949,,04-09-2019,"2,924.67","2,938.84","2,921.86","2,937.78","2,938","3,16,32,60,000","2,992.20","3,020.74","2,957.01","2,985.86","2,960.60"
4950,,05-09-2019,"2,960.60","2,985.86","2,960.60","2,976.00","2,976","3,89,07,00,000","2,998.31","3,021.99","2,957.01","2,985.03","2,972.51"
4951,,06-09-2019,"2,980.33","2,985.03","2,972.51","2,978.71","2,979","3,20,82,80,000","3,000.65","3,021.99","2,957.01","2,989.43","2,969.39"
4952,,09-09-2019,"2,988.43","2,989.43","2,969.39","2,978.43","2,978","4,00,28,90,000","3,000.65","3,021.99","2,957.01","2,979.39","2,957.01"
4953,,10-09-2019,"2,971.01","2,979.39","2,957.01","2,979.39","2,979","4,39,07,70,000","3,000.93","3,021.99","2,957.73","3,000.93","2,975.31"
4954,,11-09-2019,"2,981.41","3,000.93","2,975.31","3,000.93","3,001","3,92,75,50,000","3,000.65","3,021.99","2,952.86","3,020.74","3,000.92"
4955,,12-09-2019,"3,009.08","3,020.74","3,000.92","3,009.57","3,010","3,79,18,60,000","2,997.38","3,021.99","2,952.86","3,017.33","3,002.90"
4956,,13-09-2019,"3,012.21","3,017.33","3,002.90","3,007.39","3,007","3,52,00,60,000","2,991.93","3,021.99","2,945.53","3,002.19","2,990.67"
4957,,16-09-2019,"2,996.41","3,002.19","2,990.67","2,997.96","2,998","4,27,46,40,000","2,987.30","3,021.99","2,945.53","3,006.21","2,993.73"
4958,,17-09-2019,"2,995.67","3,006.21","2,993.73","3,005.70","3,006","3,67,18,40,000","2,984.78","3,021.99","2,938.70","3,007.83","2,978.57"
4959,,18-09-2019,"3,001.50","3,007.83","2,978.57","3,006.73","3,007","3,43,55,40,000","2,983.59","3,021.99","2,874.93","3,021.99","3,003.16"
4960,,19-09-2019,"3,010.36","3,021.99","3,003.16","3,006.79","3,007","3,25,12,90,000","2,975.36","3,016.37","2,855.94","3,016.37","2,984.68"
4961,,20-09-2019,"3,008.42","3,016.37","2,984.68","2,992.07","2,992","6,09,47,40,000","2,967.07","3,007.98","2,855.94","2,999.15","2,982.23"
4962,,23-09-2019,"2,983.50","2,999.15","2,982.23","2,991.78","2,992","3,18,65,90,000","2,960.77","3,007.98","2,855.94","3,007.98","2,957.73"
4963,,24-09-2019,"3,002.43","3,007.98","2,957.73","2,966.60","2,967","3,86,81,60,000","2,948.77","2,992.53","2,855.94","2,989.82","2,952.86"
4964,,25-09-2019,"2,968.35","2,989.82","2,952.86","2,984.87","2,985","3,31,88,70,000","2,938.74","2,992.53","2,855.94","2,987.28","2,963.71"
4965,,26-09-2019,"2,985.73","2,987.28","2,963.71","2,977.62","2,978","3,07,72,40,000","2,933.12","2,992.53","2,855.94","2,987.31","2,945.53"
4966,,27-09-2019,"2,985.47","2,987.31","2,945.53","2,961.79","2,962","3,24,36,50,000","2,933.12","2,993.28","2,855.94","2,983.85","2,967.07"
4967,,30-09-2019,"2,967.07","2,983.85","2,967.07","2,976.74","2,977","3,24,76,10,000","2,933.12","2,993.28","2,855.94","2,992.53","2,938.70"
4968,,01-10-2019,"2,983.69","2,992.53","2,938.70","2,940.25","2,940","3,55,80,40,000","2,933.12","3,003.28","2,855.94","2,924.78","2,874.93"
4969,,02-10-2019,"2,924.78","2,924.78","2,874.93","2,887.61","2,888","3,91,25,20,000","2,944.42","3,003.28","2,855.94","2,911.13","2,855.94"
4970,,03-10-2019,"2,885.38","2,911.13","2,855.94","2,910.63","2,911","3,50,36,40,000","2,961.34","3,008.29","2,892.66","2,953.74","2,918.56"
4971,,04-10-2019,"2,918.56","2,953.74","2,918.56","2,952.01","2,952","2,99,08,30,000","2,966.54","3,008.29","2,892.66","2,959.75","2,935.68"
4972,,07-10-2019,"2,944.23","2,959.75","2,935.68","2,938.79","2,939","2,94,01,40,000","2,973.61","3,008.29","2,892.66","2,925.47","2,892.66"
4973,,08-10-2019,"2,920.40","2,925.47","2,892.66","2,893.06","2,893","3,35,64,50,000","2,988.11","3,014.57","2,907.41","2,929.32","2,907.41"
